title,link,domain,published_date,topic
"Local driver gets on Lombardia course, crashes Max Schachmann in a corner",https://cyclingtips.com/2020/08/local-driver-gets-on-lombardia-course-crashes-max-schachmann-in-a-corner/,cyclingtips.com,2020-08-15 19:55:16,SPORTS
Former ‘Ellen’ DJ Tony Okungbowa Reveals He Experienced ‘The Toxicity Of The Environment’,https://etcanada.com/news/676023/former-ellen-dj-tony-okungbowa-reveals-he-experienced-the-toxicity-of-the-environment/,etcanada.com,2020-08-04 23:24:56,ENTERTAINMENT
"Super Rugby Aotearoa 'not sustainable' for another year, says Hurricanes skipper TJ Perenara",https://www.stuff.co.nz/sport/rugby/super-rugby/122375027/super-rugby-aotearoa-not-sustainable-for-another-year-says-hurricanes-skipper-tj-perenara,stuff.co.nz,2020-08-07 05:14:00,SPORTS
Portia de Rossi defends wife Ellen DeGeneres over bullying claims,https://www.dailytelegraph.com.au/subscribe/news/1/?sourceCode=DTWEB_WRE170_a&dest=https%3A%2F%2Fwww.dailytelegraph.com.au%2Fentertainment%2Fcelebrity%2Fonetime-tv-darling-ellen-degeneres-is-finding-life-a-little-tougher-these-days-as-she-battles-bullying-allegations%2Fnews-story%2Fc4e92735f11b983119e2de509f0075f5&memtype=anonymous&mode=premium&nk=72afa92b1a0fb0fefd9d83255b024935-1596489171,dailytelegraph.com.au,2020-08-03 20:48:45,ENTERTAINMENT
Amazon 15th Aug 2020 Quiz Answer: Play And Win OnePlus Y Series TV,https://nagpuroranges.com/amazon-15th-aug-2020-quiz-answer-play-and-win-oneplus-y-series-tv/,nagpuroranges.com,2020-08-15 03:10:01,NATION
Rocketship.vc closes second global VC fund with $100M,https://yourstory.com/2020/08/rocketshipvc-second-global-vc-fund-with-100-million,yourstory.com,2020-08-12 05:11:26,BUSINESS
New Zealand delays election process as it plunges back into coronavirus lockdown,https://www.reuters.com/article/us-health-coronavirus-newzealand/new-zealand-considers-freight-as-possible-source-of-new-coronavirus-cluster-idUSKCN25801P,reuters.com,2020-08-12 00:32:00,WORLD
Government eyes RBI payout to bridge budget deficit,https://www.livemint.com/industry/banking/rbi-payout-no-succor-for-government-finances-11597363227001.html,livemint.com,2020-08-14 00:18:09,BUSINESS
"Weekly poll: Did the Galaxy Note20, Note20 Ultra and Z Fold2 live up to expectations? - comments",https://www.gsmarena.com/newscomm-44639.php,gsmarena.com,2020-08-09 11:24:55,TECHNOLOGY
Video: Chip and Joanna Gaines reveal 'Fixer Upper' is coming back,https://www.chron.com/life/article/Video-Chip-and-Joanna-Gaines-reveal-Fixer-15458217.php,chron.com,2020-08-04 21:23:00,ENTERTAINMENT
PDP NWC moves to stop Ondo deputy governor from joining ZLP,https://guardian.ng/politics/pdp-nwc-moves-to-stop-ondo-deputy-governor-from-joining-zlp/,guardian.ng,2020-08-03 04:12:00,NATION
"Adobe MAX 2020 Free for Everyone, Registration Now Open",https://www.macrumors.com/2020/08/17/adobe-max-2020-registration-now-open/,macrumors.com,2020-08-17 18:30:00,TECHNOLOGY
NexTech's InfernoAR Video and Virtual Events Platform Chosen By ICM a Global Training Company For Financial Institutions,https://www.globenewswire.com/news-release/2020/08/04/2072351/0/en/NexTech-s-InfernoAR-Video-and-Virtual-Events-Platform-Chosen-By-ICM-a-Global-Training-Company-For-Financial-Institutions.html,globenewswire.com,2020-08-04 11:30:00,BUSINESS
'Bullying' Apple fights couple over pear logo,https://finance.yahoo.com/news/bullying-apple-fights-couple-over-170834628.html,finance.yahoo.com,2020-08-11 17:08:00,TECHNOLOGY
German Enterprises Look to Deploy SAP's S/4HANA in the Cloud,https://www.globenewswire.com/news-release/2020/08/12/2076905/0/en/German-Enterprises-Look-to-Deploy-SAP-s-S-4HANA-in-the-Cloud.html,globenewswire.com,2020-08-12 08:00:00,TECHNOLOGY
Ryan Reynolds wants trainees from 'underrepresented communities' in his next film - The Jakarta Post,https://www.thejakartapost.com/life/2020/08/03/ryan-reynolds-wants-trainees-from-underrepresented-communities-in-his-next-film.html,thejakartapost.com,2020-08-03 14:03:00,ENTERTAINMENT
Bilal Saeed apologizes over controversial mosque shoot,https://dunyanews.tv/en/Entertainment/558391-Bilal-Saeed-apologizes-controversial-mosque-shoot,dunyanews.tv,2020-08-10 08:28:00,NATION
Perseid Meteor Shower: Peak Dates For Fireballs Over Petaluma,https://patch.com/california/petaluma/perseid-meteor-shower-peak-dates-fireballs-over-petaluma,patch.com,2020-08-07 02:30:45,SCIENCE
"Trade Me talks on, and works on, Slack",https://www.newsroom.co.nz/trade-me-talks-on-and-works-on-slack,newsroom.co.nz,2020-08-11 17:30:49,TECHNOLOGY
YouTuber turned boxer Jake Paul’s house raided by the FBI,https://www.bloodyelbow.com/2020/8/6/21357115/youtuber-jake-paul-armani-izadi-nate-robinson-mike-tyson-roy-jones-sept-12-boxing-news,bloodyelbow.com,2020-08-06 23:00:00,ENTERTAINMENT
AMD's next-gen Ryzen 9 4950X teased: 16C/32T at massive 4.8GHz,https://www.tweaktown.com/news/74321/amds-next-gen-ryzen-9-4950x-teased-16c-32t-at-massive-4-8ghz/index.html,tweaktown.com,2020-08-06 07:04:00,TECHNOLOGY
A-level results in Wales: Senedd committee recalled,https://www.bbc.com/news/uk-wales-politics-53773796,bbc.com,2020-08-14 05:30:02,NATION
Three stabbed in fight after rugby league match in Sydney's north-west,https://www.smh.com.au/national/nsw/three-stabbed-in-fight-after-rugby-league-match-in-sydney-s-north-west-20200809-p55k06.html,smh.com.au,2020-08-09 03:21:00,NATION
Meghan Markle's hairdresser raves about her 'effortless looks',https://www.dailymail.co.uk/femail/article-8634629/Meghan-Markle-extremely-orientated-effortless-looks-thought-out.html,dailymail.co.uk,2020-08-17 11:54:12,ENTERTAINMENT
Researchers identify promising drug target for Huntington's disease,https://www.drugtargetreview.com/news/67366/researchers-identify-promising-drug-target-for-huntingtons-disease/,drugtargetreview.com,2020-08-06 11:32:17,HEALTH
Evidence of 'gradual' recovery emerges in June — Finance dep't,https://www.bworldonline.com/evidence-of-gradual-recovery-emerges-in-june-finance-dept/,bworldonline.com,2020-08-10 17:36:45,BUSINESS
The Citizen -,https://www.thecitizen.co.tz/-Quick-glance-at-how-CCM-govt-delivered-on-its-2015-promises/1765046-5605000-7hgwo4/index.html,thecitizen.co.tz,2020-08-06 11:49:20,WORLD
Big Brother 22 Eviction Prediction: Who Is Going Home Week 1?,https://bigbrothernetwork.com/big-brother-22-eviction-prediction-who-is-going-home-week-1/,bigbrothernetwork.com,2020-08-13 17:13:13,ENTERTAINMENT
How 'hyper-casual' games are winning the mobile market,https://www.ft.com/content/55f64cfe-125e-4529-b16e-ad77f8cd8710,ft.com,2020-08-07 03:01:17,TECHNOLOGY
"New Mexico man in his 20s dies of the PLAGUE, officials confirm",https://www.msn.com/en-gb/news/world/new-mexico-man-in-his-20s-dies-of-the-plague-officials-confirm/ar-BB17SIGP,msn.com,2020-08-12 20:14:00,HEALTH
"What, Exactly, Is Hiding in the Disney+ Movie Archives?",https://www.vulture.com/2020/08/what-exactly-is-hiding-in-the-disney-movie-archives.html,vulture.com,2020-08-03 18:25:00,BUSINESS
"No, a shoutcaster didn't just leak the release date for Call of Duty: Black Ops Cold War",https://www.gamesradar.com/no-a-shoutcaster-didnt-just-leak-the-release-date-for-call-of-duty-black-ops-cold-war/,gamesradar.com,2020-08-07 10:04:00,TECHNOLOGY
"City remain interested in Koulibaly, Torres despite Ake move - sources",https://africa.espn.com/football/soccer-transfers/story/4152611/city-remain-interested-in-koulibalytorres-despite-ake-move-sources,africa.espn.com,2020-08-03 13:18:34,SPORTS
Third meat processing facility in Kildare to suspend operations due to Covid-19,https://www.leinsterexpress.ie/news/coronavirus/565166/third-meat-processing-facility-in-kildare-to-suspend-operations-due-to-covid-19.html,leinsterexpress.ie,2020-08-10 09:00:13,HEALTH
Wasuna floors Bolo to become new vice chair in stormy Gor elections,https://nairobinews.nation.co.ke/sports/wasuna-floors-bolo-to-become-new-vice-chair-in-stormy-gor-elections,nairobinews.nation.co.ke,2020-08-08 10:11:56,NATION
Asbestos Chronicles: Witness claims ‘strong hand’ behind missing papers in case over Free State audit,https://www.dailymaverick.co.za/article/2020-08-07-asbestos-chronicles-witness-claims-strong-hand-behind-missing-papers-in-case-over-free-state-audit/,dailymaverick.co.za,2020-08-07 13:26:41,NATION
"Wireless Headsets Market Size 2020 Explosive Factors of Revenue by Major Manufacturers listed in Industry are- Apple, Bose, LG., SONY, SAMSUNG, Logitech",https://primefeed.in/news/3881334/wireless-headsets-market-size-2020-explosive-factors-of-revenue-by-major-manufacturers-listed-in-industry-are-apple-bose-lg-sony-samsung-logitech/,primefeed.in,2020-08-06 09:35:00,HEALTH
Princess Diana's Bridesmaid Opens Up About Her Visit to Jeffrey Epstein's Island,https://sg.news.yahoo.com/princess-dianas-bridesmaid-opens-her-213800016.html,sg.news.yahoo.com,2020-08-07 21:38:00,ENTERTAINMENT
Missouri Home With Working Jail Is Latest Real Estate Listing To Go Viral On Social Media,https://www.forbes.com/sites/lisachamoff/2020/08/17/missouri-home-with-working-jail-is-latest-real-estate-listing-to-go-viral-on-social-media/,forbes.com,2020-08-17 04:02:00,WORLD
"Italian girl, 15, 'is raped on the beach by two ""unaccompanied minors""'",https://www.dailymail.co.uk/news/article-8636525/Italian-girl-15-raped-beach-two-unaccompanied-minors.html,dailymail.co.uk,2020-08-17 19:11:11,WORLD
"A century after the Halifax Explosion, Beirut tragedy hits close to home",https://www.cbc.ca/news/canada/nova-scotia/halifax-beirut-explosion-aid-lebanon-1.5675794,cbc.ca,2020-08-06 12:47:00,WORLD
Agnes Chow: Hong Kong activist hailed as the 'real Mulan',https://www.bbc.com/news/world-asia-china-53746867,bbc.com,2020-08-12 05:48:50,WORLD
"Global Marine Environment Monitoring System Market Trends, Opportunities, Drivers, Challenges and Porter's Five Forces Analysis",https://www.exchange99.com/2020/08/17/global-marine-environment-monitoring-system-market-trends-opportunities-drivers-challenges-and-porters-five-forces-analysis/,exchange99.com,2020-08-17 09:04:09,BUSINESS
Modern grandparents ‘too soft’ on children,https://www.telegraph.co.uk/news/2020/08/17/parents-grandparents-likely-fall-disciplining-children-new-study/,telegraph.co.uk,2020-08-17 04:01:00,WORLD
The Order Ending Explained: How That Death Sets Up Season 3,https://www.cinemablend.com/television/2552488/the-order-ending-explained-how-that-death-sets-up-season-3,cinemablend.com,2020-08-17 10:00:00,ENTERTAINMENT
David Blaine to attempt first live stunt in almost a decade on YouTube - The Jakarta Post,https://www.thejakartapost.com/life/2020/08/15/david-blaine-to-attempt-first-live-stunt-in-almost-a-decade-on-youtube.html,thejakartapost.com,2020-08-15 13:06:00,ENTERTAINMENT
Hong Kong leader Carrie Lam among 11 pro-China officials sanctioned by US,"https://www.abc.net.au/news/2020-08-08/us-sanctions-pro-china-leader-of-hong-kong,-other-officials/12537472",abc.net.au,2020-08-07 23:22:00,WORLD
Super Nintendo World's future outside of Japan might be in question due to Universal pausing plans for Epic Universe expansion,https://gonintendo.com/stories/366211-super-nintendo-world-s-future-outside-of-japan-might-be-in-questi,gonintendo.com,2020-08-04 07:06:39,TECHNOLOGY
Preparation to give 5 thousand cash to those who donate blood plasma,https://english.newstracklive.com/news/preparation-to-give-5-thousand-rupees-to-those-who-donate-plasma-mc23-nu870-ta294-1111394-1.html,english.newstracklive.com,2020-08-09 09:37:17,HEALTH
"Latest Newfangled report Domain Name System (DNS) Firewall market breaking the ground with Cisco, Infoblox, VeriSign, BlueCat, Nominum",https://galusaustralis.com/2020/08/789504/latest-newfangled-report-domain-name-system-dns-firewall-market-breaking-the-ground-with-cisco-infoblox-verisign-bluecat-nominum/,galusaustralis.com,2020-08-04 12:29:59,BUSINESS
Facebook CEO Mark Zuckerberg is now worth $100 billion,https://wsvn.com/news/us-world/facebook-ceo-mark-zuckerberg-is-now-worth-100-billion/,wsvn.com,2020-08-10 14:01:07,BUSINESS
Covid-19: Stone like a 'ghost town' following outbreak,https://www.bbc.com/news/uk-england-stoke-staffordshire-53636302,bbc.com,2020-08-03 16:34:55,HEALTH
Dana White isn't sold on Daniel Cormier's UFC 252 retirement plan,https://mmajunkie.usatoday.com/2020/08/dana-white-not-sold-daniel-cormier-ufc-252-retirement,mmajunkie.usatoday.com,2020-08-14 04:40:20,SPORTS
NASA’s TESS Telescope Finishes its Primary Mission – Impressive Achievements,https://www.webbyfeed.com/nasas-tess-telescope-finishes-its-primary-mission-impressive-achievements/10365/,webbyfeed.com,2020-08-12 22:55:25,SCIENCE
Report: Liverpool Closing In On Deal For Dejan Lovren Replacement,https://www.balls.ie/football/report-liverpool-aissa-mandi-442953,balls.ie,2020-08-02 16:00:42,SPORTS
Seidl explains Spanish GP planning amid COVID-19 concerns,https://au.motorsport.com/f1/news/seidl-spanish-gp-planning-similar-hungary-covid-19/4854808/,au.motorsport.com,2020-08-12 16:10:58,SPORTS
CDC Chief Sees Urgency to Cut Covid Rate to Avoid Flu Collision,https://www.bloomberg.com/tosv2.html?vid=&uuid=270270d0-ddb2-11ea-8e91-b910dc1aecb1&url=L25ld3MvYXJ0aWNsZXMvMjAyMC0wOC0xMy90aGVyZS1zLXN0aWxsLXRpbWUtdG8tYXZvaWQtYS1jb3ZpZC1mbHUtY29sbGlzb24tY2RjLWNoaWVmLXNheXM=,bloomberg.com,2020-08-13 20:08:00,HEALTH
Beer unsold during Australia's coronavirus lockdown has been turned into renewable energy,https://www.cnnphilippines.com/world/2020/8/12/unsold-beer-Australia-coronavirus-lockdown.html,cnnphilippines.com,2020-08-12 05:49:19,WORLD
"Cats can get sunburn, too… so follow the Pet Vet’s advice to keep your moggie safe in the sun",https://www.thesun.ie/news/5760240/cats-can-get-sunburn-advice/,thesun.ie,2020-08-09 00:25:00,HEALTH
Surfer mum Courtney Adamo breaks her silence,https://www.noosanews.com.au/news/surfer-mum-courtney-adamo-breaks-her-silence/4079300/,noosanews.com.au,2020-08-15 23:35:00,TECHNOLOGY
How to get rid of visceral fat: How much exercise you should do to lose the belly fat,https://www.express.co.uk/life-style/health/1319568/how-to-get-rid-of-visceral-fat-exercise-30-minutes-every-day-lose-belly-fat,express.co.uk,2020-08-06 14:43:00,HEALTH
Nigerian traders kick as Ghana locks up shops,https://punchng.com/nigerian-traders-kick-as-ghana-locks-up-shops/,punchng.com,2020-08-15 18:38:57,WORLD
Hospitals demand Covid-19 test proof,https://www.chronicle.co.zw/hospitals-demand-covid-19-test-proof/,chronicle.co.zw,2020-08-03 23:17:07,NATION
Busy NZ property market defies expectation with July sales - REINZ,https://i.stuff.co.nz/life-style/homed/real-estate/122433886/busy-nz-property-market-defies-expectation-with-july-sales--reinz,i.stuff.co.nz,2020-08-13 21:00:00,BUSINESS
AFL announces revised fixtures for rounds 11 and 12,https://www.afl.com.au/news/480701/afl-announces-revised-fixtures-for-rounds-11-and-12,afl.com.au,2020-08-04 07:22:00,SPORTS
"Nam, SA open doors to tourists",https://southerntimesafrica.com/site/news/nam-sa-open-doors-to-tourists,southerntimesafrica.com,2020-08-07 09:57:47,WORLD
"After Jio, Google sets sights on stake in Policybazaar, might spend $150 million for 10%",https://economictimes.indiatimes.com/small-biz/startups/newsbuzz/after-jio-google-sets-sights-on-stake-in-policybazaar-might-spend-150-million/articleshow/77425463.cms,economictimes.indiatimes.com,2020-08-08 01:38:00,TECHNOLOGY
Half of parents report butting heads with child's grandparents over parenting: Study,https://www.aninews.in/news/lifestyle/quirky/half-of-parents-report-butting-heads-with-childs-grandparents-over-parenting-study20200817144853/,aninews.in,2020-08-17 09:19:32,HEALTH
Combating coronavirus: UAE travellers can take Covid-19 test from any accredited centre,https://www.khaleejtimes.com/coronavirus-pandemic/combating-coronavirus-uae-travellers-can-take-covid-19-test-from-any-accredited-centre,khaleejtimes.com,2020-08-04 19:21:28,WORLD
"Aston Villa look to offer Jack Grealish 'new £100,000-a-week deal' amid Man United interest",https://www.dailymail.co.uk/sport/football/article-8593639/Aston-Villa-look-offer-Jack-Grealish-new-100-000-week-deal-amid-Man-United-interest.html,dailymail.co.uk,2020-08-04 22:06:14,SPORTS
Pre-Registration Opens for Harry Potter: Puzzles & Spells | Press Releases,https://www.leta.lv/eng/home/press_release/048AD1E8-AF8B-4271-B9CD-9F7EA8DA95FA/,leta.lv,2020-08-13 13:26:52,TECHNOLOGY
"Apple vs Trump, Russia, China: Will ‘Sideloading’ Save Apple?",https://www.forbes.com/sites/johnkoetsier/2020/08/10/apple-vs-trump-russia-china-will-sideloading-save-apple/,forbes.com,2020-08-10 22:18:00,TECHNOLOGY
Unusual New Species of Dinosaur Discovered – “We Were Struck by Just How Hollow This Animal Was”,https://scitechdaily.com/unusual-new-species-of-dinosaur-discovered-we-were-struck-by-just-how-hollow-this-animal-was/,scitechdaily.com,2020-08-11 23:00:34,SCIENCE
Beirut blast: The footage that shows exactly what it's like to live through a disaster,https://news.sky.com/story/beirut-blast-cctv-captures-moment-huge-explosion-devastated-hospital-12047452,news.sky.com,2020-08-11 21:16:15,WORLD
Not easy eating green: Herbivores most at risk for extinction,https://nypost.com/2020/08/06/not-easy-eating-green-herbivores-most-at-extinction-risk/,nypost.com,2020-08-06 15:33:00,SCIENCE
"RBNZ makes way to front load bond-buying, but recognises quantitative easing has its limits, so prepares to use a new combo of monetary policy tools",https://www.interest.co.nz/bonds/106506/rbnz-makes-way-front-load-bond-buying-recognises-qe-has-its-limits-so-prepares-use-new,interest.co.nz,2020-08-12 11:11:51,BUSINESS
"Valorant Introduces Act 2 Battlepass, New Skins and Modes",https://www.digitalmarketnews.com/valorant-introduces-act-2-battlepass-new-skins-and-modes/,digitalmarketnews.com,2020-08-03 15:44:00,TECHNOLOGY
Arkansas alerts parents of new viral syndrome,https://www.4029tv.com/article/arkansas-alerts-parents-of-new-viral-syndrome/33564857,4029tv.com,2020-08-10 23:44:00,HEALTH
TaylorMade Spider FCG putter Review | Equipment Reviews,https://www.todaysgolfer.co.uk/equipment/golf-clubs/putters/taylormade/spider/fcg/,todaysgolfer.co.uk,2020-08-10 11:05:44,SPORTS
Parliament begins work on Security and Intelligence Bill 2020,https://www.myjoyonline.com/news/national/parliament-begins-work-on-security-and-intelligence-bill-2020/,myjoyonline.com,2020-08-11 20:14:06,NATION
"Travelex strikes rescue deal but 1,300 UK jobs go",https://www.bbc.co.uk/news/business-53684484,bbc.co.uk,2020-08-06 18:00:00,BUSINESS
I don’t know if I should tell my boss that a colleague has said she is leaving,https://www.thesun.co.uk/dear-deidre/12355609/tell-my-boss-colleague-leaving/,thesun.co.uk,2020-08-09 17:44:00,ENTERTAINMENT
Shoemaker Pou Chen posts Q2 loss of NT$525m,https://www.taipeitimes.com/News/biz/archives/2020/08/17/2003741787,taipeitimes.com,2020-08-16 16:00:00,BUSINESS
Returning to Work Post Quarantine: A Guide to Social Distancing in the Workplace,https://thenewstrace.com/returning-to-work-post-quarantine-a-guide-to-social-distancing-in-the-workplace/75955/,thenewstrace.com,2020-08-12 06:23:11,SCIENCE
Sony WH-1000XM4 vs Bose Noise Cancelling Headphones 700: which is better?,https://www.whathifi.com/us/advice/sony-wh-1000xm4-vs-bose-noise-cancelling-headphones-700-which-is-better,whathifi.com,2020-08-10 15:17:00,TECHNOLOGY
Palestinian family in cave home face Israeli eviction,https://www.thenews.com.pk/print/698853-palestinian-family-in-cave-home-face-israeli-eviction,thenews.com.pk,2020-08-11 00:56:26,WORLD
"Take-Two CEO: ""It's a matter of time before the business is entirely digital""",https://www.gamesindustry.biz/articles/2020-08-03-take-two-ceo-its-a-matter-of-time-before-the-business-is-entirely-digital,gamesindustry.biz,2020-08-03 20:28:51,TECHNOLOGY
A Total War Saga: Troy Brings The Epic Greek Legend To Life,https://greekcitytimes.com/2020/08/03/a-total-war-saga-troy-brings-the-epic-greek-legend-to-life/,greekcitytimes.com,2020-08-03 12:06:16,TECHNOLOGY
Bohemians close in on Rovers after edging Finn Harps,https://www.rte.ie/sport/soccer/2020/0815/1159352-bohemians-close-in-on-rovers-after-edging-finn-harps/,rte.ie,2020-08-15 16:02:30,SPORTS
SPT enzyme can be used as metabolically responsive “switch” to slow tumor growth,https://www.news-medical.net/news/20200812/SPT-enzyme-can-be-used-as-a-metabolically-responsive-e2809cswitche2809d-to-slow-tumor-growth.aspx,news-medical.net,2020-08-12 16:31:00,HEALTH
HCWs of Color Twice as Likely as Whites to Get COVID-19,https://www.medscape.com/viewarticle/935291,medscape.com,2020-08-06 18:06:05,HEALTH
"KFC, NHL Hockey Team Want Special Skins In Fall Guys",https://www.gamespot.com/articles/kfc-nhl-hockey-team-want-special-skins-in-fall-guy/1100-6480794/,gamespot.com,2020-08-11 01:59:00,TECHNOLOGY
"PH reports over 40,000 new COVID-19 recoveries as total infections hit past 161,000",https://cnnphilippines.com:443/news/2020/8/16/PH-highest-single-day-covid-recoveries.html,cnnphilippines.com,2020-08-16 09:08:29,NATION
COVID-19 symptoms? Get tested close to home,https://www.miragenews.com/covid-19-symptoms-get-tested-close-to-home/,miragenews.com,2020-08-10 06:18:23,HEALTH
The FDA just approved a nasal spray to treat suicidal thoughts - Insider,https://www.insider.com/fda-approved-esketamine-nasal-spray-to-treat-suicidal-thoughts-2020-8,insider.com,2020-08-05 16:58:24,HEALTH
San Francisco sushi restaurant now putting diners inside geodesic domes,https://www.foxnews.com/food-drink/san-francisco-sushi-restaurant-geodesic-domes,foxnews.com,2020-08-07 17:40:31,BUSINESS
Japanese company planning space debris removal by laser on satellite,https://english.kyodonews.net/news/2020/08/fc06829d1d9a-japanese-company-planning-space-debris-removal-by-laser-on-satellite.html,english.kyodonews.net,2020-08-08 01:15:00,HEALTH
'Early spread of Covid-19 far greater than initially reported',https://www.deccanherald.com/science-and-environment/early-spread-of-covid-19-far-greater-than-initially-reported-873274.html,deccanherald.com,2020-08-14 13:29:02,HEALTH
Michelle Obama and Melinda Gates warn girls' education at risk due to pandemic | TheHill,https://thehill.com/homenews/news/511091-michelle-obama-and-melinda-gates-warn-girls-education-at-risk-due-to-pandemic,thehill.com,2020-08-07 20:01:33,WORLD
Sanchez injury doubt for Inter's Europa League semi-final,https://www.goal.com/en-ug/news/sanchez-injury-doubt-for-inters-europa-league-semi-final/6la2p9k2rwby1268ruhopeco8,goal.com,2020-08-11 00:33:00,SPORTS
Nokia C3 leaks day before official announcement *UPDATE: It is official*,https://nokiamob.net/2020/08/03/nokia-c3-leaks-day-before-official-announcement/,nokiamob.net,2020-08-04 07:18:45,TECHNOLOGY
"Soundcore Life Dot 2 TWS Earbuds by Anker Launched in India With 8 Hours Battery Life, AirWings Design",https://gadgets.ndtv.com/audio/news/anker-soundcore-life-dot-2-tws-price-in-india-rs-3499-launch-specifications-features-2278302,gadgets.ndtv.com,2020-08-12 09:16:11,TECHNOLOGY
"'Pirlo has skipped ahead', says Del Piero",https://theworldgame.sbs.com.au/pirlo-has-skipped-ahead-says-del-piero,theworldgame.sbs.com.au,2020-08-10 04:24:21,SPORTS
"Global Impact Of Covid-19 On Oncology Molecular Diagnostics Market To Record Significant Revenue Growth During The Forecast Period 2020–2027 | Abbott Laboratories, Bayer Healthcare, Beckton Dickinson, Cepheid, Dako, Danaher, Gen Probe, Qiagen, Roche Diagnostics, Siemens, Sysmex",https://newsbrok.com/uncategorized/7643/global-impact-of-covid-19-on-oncology-molecular-diagnostics-market-to-record-significant-revenue-growth-during-the-forecast-period-2020-2027-abbott-laboratories-bayer-healthcare-beckton-di/,newsbrok.com,2020-08-13 20:44:46,BUSINESS
Donald Trump: Jeffrey Epstein might have been killed,https://www.theaustralian.com.au/subscribe/news/1/?sourceCode=TAWEB_WRE170_a&dest=https%3A%2F%2Fwww.theaustralian.com.au%2Fworld%2Fthe-times%2Fdonald-trump-jeffrey-epstein-might-have-been-killed%2Fnews-story%2F826a16eb1c79dcfa38d6123c5617fdf1&memtype=anonymous&mode=premium&nk=7c70cc69f3478e513db7bc2cb079741a-1596679918,theaustralian.com.au,2020-08-05 00:55:00,WORLD
Watch Phoenix Suns Players' Priceless Reactions as Family Members Announce the Starting Lineup,https://www.eonline.com/ap/news/1178626/watch-phoenix-suns-players-priceless-reactions-as-family-members-announce-the-starting-lineup,eonline.com,2020-08-12 22:05:02,SPORTS
"Market LIVE Updates: Sensex, Nifty trade higher; metal stocks outshine, HDFC Bank top loser",https://www.moneycontrol.com/news/business/markets/share-market-live-updates-stock-market-today-august-05-latest-news-bse-nse-sensex-nifty-havells-india-nmdc-pi-industries-jindal-saw-axis-bank-gujarat-gas-5646091.html,moneycontrol.com,2020-08-05 07:37:32,BUSINESS
Dutch side Heracles jokingly announce signing of Chelsea target Havertz,https://www.goal.com/en-gh/news/dutch-side-heracles-jokingly-announce-signing-of-chelsea/19f9hrdl0dnu9140vk1zf9yrbl,goal.com,2020-08-11 08:05:00,SPORTS
Five OTs: Tampa Bay Lightning outlast Columbus Blue Jackets in August Epoch for the record books,https://www.tsn.ca/five-ots-tampa-bay-lightning-outlast-columbus-blue-jackets-in-august-epoch-for-the-record-books-1.1507914,tsn.ca,2020-08-12 04:18:39,SPORTS
Vettel becomes second driver in F1 history to surpass 3000 career points,https://www.gpfans.com/en/articles/55728/vettel-becomes-second-driver-in-f1-history-to-surpass-3000-career-points/,gpfans.com,2020-08-17 07:02:07,SPORTS
Jeremie Frimpong has no fears about Rangers as Celtic begin 10-in-a-row bid,https://www.glasgowtimes.co.uk/sport/18624194.jeremie-frimpong-no-fears-rangers-celtic-begin-10-in-a-row-bid/,glasgowtimes.co.uk,2020-08-03 09:00:00,SPORTS
Covid-19: countries reinstate travel warnings,https://www.itij.com/latest/news/covid-19-countries-reinstate-travel-warnings,itij.com,2020-08-17 11:36:05,HEALTH
"'E! News,' 'Pop of the Morning' and 'In the Room' Canceled at E! Network",https://decider.com/2020/08/05/pop-of-the-morning-e-news-in-the-room-canceled/,decider.com,2020-08-05 22:05:00,ENTERTAINMENT
Will Smith And Kevin Hart Are Teaming For A Classic '80s Comedy Remake,https://www.cinemablend.com/news/2552644/will-smith-and-kevin-hart-are-teaming-for-a-classic-80s-comedy-remake,cinemablend.com,2020-08-17 17:47:00,ENTERTAINMENT
Sony Rewarding Employees for Unlocking Ghost of Tsushima Platinum With Replica Sword Guard,https://www.playstationlifestyle.net/2020/08/16/ghost-of-tsushima-platinum-competition/,playstationlifestyle.net,2020-08-16 17:00:30,TECHNOLOGY
"The US Army is back on Twitch, and it is not going well for them",https://www.pcgamer.com/uk/the-us-army-is-back-on-twitch-and-it-is-not-going-well-for-them/,pcgamer.com,2020-08-14 21:13:00,TECHNOLOGY
"Israel closes Gaza's Kerem Shalom crossing, except for humanitarian aid",https://www.jpost.com/breaking-news/israel-to-close-gaza-border-crossing-kerem-shalom-638168,jpost.com,2020-08-10 21:48:00,WORLD
Expect 'lengthy' coronavirus pandemic,https://themalaysianreserve.com/2020/08/04/expect-lengthy-coronavirus-pandemic/,themalaysianreserve.com,2020-08-04 05:37:30,HEALTH
South Africa's Solar Power Market Outlook to 2025 - ResearchAndMarkets.com,https://finance.yahoo.com/news/south-africas-solar-power-market-104500036.html,finance.yahoo.com,2020-08-10 10:45:00,BUSINESS
US PGA Championship 2020: third round – as it happened,https://www.theguardian.com/sport/live/2020/aug/08/us-pga-golf-championship-2020-third-round-live,theguardian.com,2020-08-09 02:03:00,SPORTS
Five Ways Keto Supplements Are Being Used as Health Supplements,https://techtoday19.com/pk/five-ways-keto-supplements-are-being-used-as-health-supplements/,techtoday19.com,2020-08-03 07:20:17,HEALTH
Justin Thomas will take home $2 million at the 2020 Wyndham Championship despite not playing,https://www.cbssports.com/golf/news/justin-thomas-will-take-home-2-million-at-the-2020-wyndham-championship-despite-not-playing/,cbssports.com,2020-08-12 21:38:00,SPORTS
